,Sample,Watershed,Date,aDipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,aDipteran_Small,Terrestrial_Small,Other_Small
1755,8,4,11/5/2018,3,0,0,0,0,0,5,1,0
1756,8,6,11/5/2018,4,0,0,0,0,0,3,0,0
1757,8,9,11/5/2018,2,0,0,0,0,0,2,0,0
1758,8,HBK,11/5/2018,1,0,0,0,0,0,2,0,0
1759,9,2,11/5/2018,4,0,0,0,0,0,7,0,1
1760,9,3,11/5/2018,0,0,0,0,0,0,10,0,0
1761,9,4,11/5/2018,0,0,0,0,0,0,10,0,0
1762,9,6,11/5/2018,2,0,0,0,0,0,2,0,0
1763,9,9,11/5/2018,0,0,0,0,0,0,1,0,0
1764,9,HBK,11/5/2018,1,0,0,0,0,0,2,0,0
1765,10,2,11/5/2018,2,0,0,0,0,0,6,0,0
1766,10,3,11/5/2018,0,0,0,0,0,0,1,0,1
1767,10,4,11/5/2018,0,0,0,0,0,0,1,0,1
1768,10,6,11/5/2018,1,0,0,0,0,0,2,0,0
1769,10,9,11/5/2018,0,0,0,0,0,0,2,0,0
1770,10,HBK,11/5/2018,1,0,0,0,0,0,0,0,0
1771,1,2,11/12/2018,19,0,0,0,0,0,10,2,0
1772,1,3,11/12/2018,2,0,0,0,0,0,5,1,0
1773,1,4,11/12/2018,2,0,0,0,0,0,5,1,0
1774,1,6,11/12/2018,3,0,0,0,0,0,2,0,0
1775,1,9,11/12/2018,2,0,0,0,0,0,3,0,0
1776,1,HBK,11/12/2018,0,0,0,0,0,0,2,0,0
1777,2,2,11/12/2018,23,0,0,0,0,0,27,0,2
1778,2,3,11/12/2018,1,0,0,0,0,0,6,0,1
1779,2,4,11/12/2018,1,0,0,0,0,0,6,0,1
1780,2,6,11/12/2018,4,0,0,0,0,0,2,0,0
1781,2,9,11/12/2018,3,0,0,0,0,0,4,0,0
1782,2,9,11/12/2018,3,0,0,0,0,0,4,0,18
1783,2,HBK,11/12/2018,0,0,0,0,0,0,3,0,0
1784,3,2,11/12/2018,9,0,0,0,0,0,8,0,0
1785,3,3,11/12/2018,2,0,0,0,0,0,13,1,0
1786,3,4,11/12/2018,2,0,0,0,0,0,13,1,0
1787,3,6,11/12/2018,4,0,0,0,0,0,5,0,0
1788,3,9,11/12/2018,0,0,0,0,0,0,2,0,1
1789,3,9,11/12/2018,0,0,0,0,0,0,2,0,0
1790,3,HBK,11/12/2018,2,0,0,0,0,0,1,0,0
1791,4,2,11/12/2018,3,0,0,0,0,0,5,0,1
1792,4,3,11/12/2018,0,0,0,0,0,0,17,2,0
1793,4,4,11/12/2018,0,0,0,0,0,0,17,2,0
1794,4,6,11/12/2018,3,0,0,0,0,0,6,0,0
1795,4,9,11/12/2018,1,0,0,0,0,0,0,0,0
1796,4,HBK,11/12/2018,0,0,0,0,0,0,4,0,0
1797,5,2,11/12/2018,2,1,0,0,0,0,11,0,1
1798,5,3,11/12/2018,2,0,0,0,0,0,1,0,1
1799,5,4,11/12/2018,2,0,0,0,0,0,1,0,1
1800,5,6,11/12/2018,4,0,0,0,0,0,3,0,0
1801,5,9,11/12/2018,10,0,0,0,0,0,0,0,0
1802,5,HBK,11/12/2018,4,1,0,0,0,0,1,0,0
1803,6,2,11/12/2018,3,1,0,0,0,0,9,0,1
1804,6,3,11/12/2018,2,1,0,0,0,0,3,0,0
1805,6,4,11/12/2018,2,1,0,0,0,0,3,0,0
1806,6,6,11/12/2018,4,0,0,0,0,0,5,0,0
1807,6,9,11/12/2018,0,0,0,0,0,0,0,0,0
1808,6,HBK,11/12/2018,2,0,0,0,0,0,4,0,0
1809,7,2,11/12/2018,4,0,0,0,0,0,8,0,1
1810,7,3,11/12/2018,5,0,0,0,0,0,26,0,0
1811,7,4,11/12/2018,5,0,0,0,0,0,26,0,0
1812,7,6,11/12/2018,1,0,0,0,0,0,4,0,0
1813,7,9,11/12/2018,1,0,0,0,0,0,2,0,0
1814,7,9,11/12/2018,1,0,0,0,0,0,2,0,14
1815,7,HBK,11/12/2018,0,0,0,0,0,0,5,0,0
1816,8,2,11/12/2018,1,1,0,0,0,0,4,0,1
1817,8,3,11/12/2018,1,0,0,0,0,0,7,0,0
1818,8,4,11/12/2018,1,0,0,0,0,0,7,0,0
1819,8,6,11/12/2018,4,0,0,0,0,0,6,0,0
1820,8,9,11/12/2018,3,0,0,0,0,0,1,0,0
1821,8,HBK,11/12/2018,0,0,0,0,1,0,3,0,0
1822,9,2,11/12/2018,2,0,0,0,0,0,2,0,1
1823,9,3,11/12/2018,1,0,0,0,0,0,2,0,0
1824,9,4,11/12/2018,1,0,0,0,0,0,2,0,0
1825,9,6,11/12/2018,7,0,0,0,0,0,4,0,0
1826,9,9,11/12/2018,0,0,0,0,0,0,1,0,0
1827,9,9,11/12/2018,0,0,0,0,0,0,1,0,20
1828,9,HBK,11/12/2018,0,0,0,0,0,0,3,0,0
1829,10,2,11/12/2018,2,0,0,0,0,0,5,0,0
1830,10,3,11/12/2018,0,0,0,0,0,0,2,0,1
1831,10,4,11/12/2018,0,0,0,0,0,0,2,0,1
1832,10,6,11/12/2018,10,0,0,0,0,0,4,0,0
1833,10,9,11/12/2018,2,0,0,0,0,0,3,0,2
1834,10,9,11/12/2018,2,0,0,0,0,0,3,0,1
1835,10,HBK,11/12/2018,0,0,0,0,0,0,3,0,0
1836,ST190016,4,3/25/2019,1,0,0,0,0,0,0,0,0
1837,ST190016,4,3/25/2019,0,0,0,0,0,0,0,0,0
1838,ST190041,1,4/1/2019,0,3,0,0,0,0,1,0,0
1839,ST190041,1,4/1/2019,0,0,0,0,0,0,1,0,0
1840,ST190046,2,4/1/2019,1,0,0,0,0,0,0,0,0
1841,ST190051,3,4/1/2019,0,1,0,0,0,0,0,0,0
1842,ST190051,3,4/1/2019,0,0,0,0,0,1,0,0,0
1843,ST190066,6,4/1/2019,0,0,0,0,0,0,0,0,0
1844,ST190071,9,4/1/2019,2,0,0,0,0,0,0,0,0
1845,ST190071,9,4/1/2019,0,0,0,0,0,0,0,0,0
1846,1,1,4/8/2019,1,0,0,0,0,0,1,0,0
1847,1,3,4/8/2019,2,0,0,0,0,0,0,0,0
1848,2,1,4/8/2019,1,0,0,0,0,0,0,0,1
1849,2,3,4/8/2019,2,0,0,0,0,0,0,0,0
1850,3,3,4/8/2019,1,2,0,0,0,0,0,0,0
1851,4,3,4/8/2019,2,1,0,0,0,0,0,0,0
1852,NA,2,4/8/2019,1,0,0,0,0,0,0,0,0
1853,NA,2,4/8/2019,3,1,0,0,0,0,0,0,0
1854,,2,4/8/2019,2,0,0,0,0,0,0,0,0
1855,,2,4/8/2019,1,2,0,0,0,0,0,0,0
1856,,2,4/8/2019,2,1,0,0,0,0,0,0,0
1857,,6,4/8/2019,0,0,0,0,0,0,0,0,0
1858,,6,4/8/2019,1,2,0,0,0,0,0,0,0
1859,ST190081,1,4/15/2019,1,0,0,0,0,0,0,0,0
1860,ST190081,1,4/15/2019,2,0,0,0,0,0,0,0,0
1861,ST190086,2,4/15/2019,2,1,0,0,0,0,0,0,0
1862,ST190086,2,4/15/2019,0,0,0,0,0,0,1,0,0
1863,ST190091,3,4/15/2019,1,0,0,0,0,0,0,0,0
1864,ST190096,4,4/15/2019,1,0,0,0,0,0,0,0,0
1865,ST190096,4,4/15/2019,0,0,0,0,0,0,0,0,0
1866,ST190116,HBK,4/15/2019,0,0,0,0,0,0,2,0,0
1867,ST190116,HBK,4/15/2019,3,0,0,0,0,0,2,0,0
1868,ST190131,3,4/22/2019,0,0,0,0,0,0,0,0,0
1869,ST190131,3,4/22/2019,2,0,0,0,0,0,0,0,0
1870,ST190121,1,4/22/2019,0,2,0,0,0,0,0,0,0
1871,ST190121,1,4/22/2019,0,0,0,0,0,0,1,0,0
1872,ST190126,2,4/22/2019,1,0,0,0,0,0,0,0,0
1873,ST190126,2,4/22/2019,0,0,0,0,0,0,0,0,0
1874,ST190161,1,4/29/2019,4,0,0,0,0,0,4,0,5
1875,ST190161,1,4/29/2019,2,0,0,0,0,1,2,1,1
1876,ST190162,1,4/29/2019,0,0,0,0,0,0,6,0,4
1877,ST190162,1,4/29/2019,1,0,0,0,0,0,11,0,0
1878,ST190163,1,4/29/2019,2,0,0,0,0,0,7,0,1
1879,ST190163,1,4/29/2019,3,0,0,0,0,0,7,0,0
1880,ST190164,1,4/29/2019,2,0,0,0,1,0,6,0,3
1881,ST190164,1,4/29/2019,0,0,0,0,0,0,3,0,5
1882,ST190165,1,4/29/2019,0,0,0,0,0,1,2,0,0
1883,ST190165,1,4/29/2019,1,0,0,0,0,0,0,0,0
1884,ST190166,2,4/29/2019,2,2,0,0,0,0,13,1,1
1885,ST190166,2,4/29/2019,1,2,0,0,0,0,6,0,2
1886,ST190167,2,4/29/2019,0,3,0,0,0,0,4,3,3
1887,ST190167,2,4/29/2019,2,0,0,0,0,0,9,2,1
1888,ST190168,2,4/29/2019,0,0,0,0,0,0,2,1,0
1889,ST190168,2,4/29/2019,3,0,0,0,0,3,10,0,5
1890,ST190169,2,4/29/2019,1,4,0,0,0,1,1,0,0
1891,ST190169,2,4/29/2019,2,2,0,0,0,0,5,0,1
1892,ST190170,2,4/29/2019,2,0,0,0,0,1,0,0,2
1893,ST190170,2,4/29/2019,2,3,0,0,0,0,2,0,1
1894,ST190171,3,4/29/2019,8,1,0,0,0,1,7,0,2
1895,ST190171,3,4/29/2019,9,0,0,0,1,1,6,0,2
1896,ST190172,3,4/29/2019,2,1,0,0,0,0,3,0,2
1897,ST190172,3,4/29/2019,1,0,0,0,0,0,5,0,2
1898,ST190173,3,4/29/2019,4,0,1,0,0,0,4,1,1
1899,ST190173,3,4/29/2019,2,2,0,0,1,0,4,0,2
1900,ST190174,3,4/29/2019,2,0,0,0,0,0,4,0,5
1901,ST190174,3,4/29/2019,3,0,0,0,0,0,4,0,4
1902,ST190175,3,4/29/2019,5,0,0,0,1,1,5,0,2
1903,ST190175,3,4/29/2019,3,5,0,0,0,0,11,0,5
1904,ST190176,4,4/29/2019,5,1,0,0,0,0,3,0,3
1905,ST190176,4,4/29/2019,1,0,0,0,0,0,1,0,0
1906,ST190177,4,4/29/2019,0,0,0,0,0,0,0,0,0
1907,ST190178,4,4/29/2019,0,0,0,0,0,0,0,0,0
1908,ST190179,4,4/29/2019,0,0,0,0,0,0,0,0,0
1909,ST190180,4,4/29/2019,0,0,0,0,0,0,0,0,0
1910,ST190186,6,4/29/2019,3,0,0,0,0,2,4,0,1
1911,ST190186,6,4/29/2019,0,0,0,0,0,1,17,0,2
1912,ST190187,6,4/29/2019,3,1,0,0,0,0,13,0,1
1913,ST190187,6,4/29/2019,1,0,0,0,0,0,3,0,4
1914,ST190188,6,4/29/2019,0,0,0,0,0,0,12,0,1
1915,ST190188,6,4/29/2019,2,0,0,0,0,0,7,0,0
1916,ST190189,6,4/29/2019,1,0,0,0,0,1,6,0,2
1917,ST190189,6,4/29/2019,1,0,0,0,0,0,8,0,2
1918,ST190190,6,4/29/2019,1,2,0,0,0,0,8,0,0
1919,ST190190,6,4/29/2019,2,0,0,0,0,0,6,0,5
1920,ST190196,HBK,4/29/2019,2,0,0,0,0,0,4,0,0
1921,ST190196,HBK,4/29/2019,2,0,0,0,0,0,5,0,0
1922,ST190201,1,5/6/2019,6,1,0,0,0,0,12,0,1
1923,ST190201,1,5/6/2019,3,0,0,0,0,0,10,0,0
1924,ST190202,1,5/6/2019,3,0,0,0,0,0,8,0,1
1925,ST190202,1,5/6/2019,5,1,0,0,0,0,16,0,0
1926,ST190203,1,5/6/2019,3,2,0,0,0,0,25,0,0
1927,ST190203,1,5/6/2019,2,0,0,0,0,0,33,0,1
1928,ST190204,1,5/6/2019,0,0,0,0,0,0,11,0,2
1929,ST190204,1,5/6/2019,2,0,0,0,0,1,6,0,0
1930,ST190205,1,5/6/2019,4,0,0,0,0,0,14,0,1
1931,ST190205,1,5/6/2019,2,0,0,0,0,2,15,0,1
1932,ST190206,2,5/6/2019,1,0,0,0,0,1,9,0,0
1933,ST190206,2,5/6/2019,7,4,0,0,0,0,13,0,4
1934,ST190207,2,5/6/2019,14,0,0,0,0,0,17,0,3
1935,ST190207,2,5/6/2019,15,0,0,0,0,0,25,1,0
1936,ST190208,2,5/6/2019,1,2,0,0,0,1,5,1,3
1937,ST190208,2,5/6/2019,2,3,0,0,0,0,14,0,1
1938,ST190209,2,5/6/2019,6,0,0,0,0,0,13,0,1
1939,ST190209,2,5/6/2019,1,1,0,0,0,0,12,0,0
1940,ST190210,2,5/6/2019,2,0,0,0,0,0,6,0,1
1941,ST190210,2,5/6/2019,4,1,0,0,1,0,15,0,3
1942,ST190211,3,5/6/2019,2,1,0,0,0,0,11,0,2
1943,ST190211,3,5/6/2019,10,0,0,0,0,0,15,0,2
1944,ST190212,3,5/6/2019,7,0,0,0,0,0,12,1,1
1945,ST190212,3,5/6/2019,6,1,0,0,0,0,18,0,3
1946,ST190213,3,5/6/2019,7,0,0,0,0,0,10,1,1
1947,ST190213,3,5/6/2019,8,0,0,0,0,0,25,0,1
1948,ST190214,3,5/6/2019,19,1,0,0,1,0,27,0,3
1949,ST190214,3,5/6/2019,4,1,0,0,0,0,13,0,0
1950,ST190215,3,5/6/2019,4,1,0,0,0,0,6,1,1
1951,ST190215,3,5/6/2019,10,1,0,0,0,0,10,0,5
1952,ST190216,4,5/6/2019,2,4,0,0,0,2,15,1,3
1953,ST190216,4,5/6/2019,1,0,0,0,0,1,5,1,2
1954,ST190217,4,5/6/2019,4,0,0,0,0,1,9,1,2
1955,ST190217,4,5/6/2019,9,2,0,0,0,0,22,4,2
1956,ST190218,4,5/6/2019,23,0,0,0,0,1,31,3,2
1957,ST190218,4,5/6/2019,6,1,0,0,0,0,11,2,1
1958,ST190219,4,5/6/2019,2,1,0,0,0,0,8,1,4
1959,ST190219,4,5/6/2019,3,0,0,0,0,1,9,0,1
1960,ST190220,4,5/6/2019,2,1,0,0,0,0,12,2,3
1961,ST190220,4,5/6/2019,3,0,0,0,0,2,10,3,1
1962,ST190226,6,5/6/2019,0,0,0,0,0,1,2,0,1
1963,ST190226,6,5/6/2019,5,2,0,0,0,2,13,0,2
1964,ST190227,6,5/6/2019,1,0,0,0,0,0,9,1,2
1965,ST190227,6,5/6/2019,2,0,0,0,0,1,3,0,3
1966,ST190228,6,5/6/2019,9,0,0,0,0,0,19,0,4
1967,ST190228,6,5/6/2019,8,1,0,0,0,0,9,0,0
1968,ST190229,6,5/6/2019,26,0,0,0,0,0,27,0,2
1969,ST190229,6,5/6/2019,3,0,0,0,0,0,6,0,1
1970,ST190230,6,5/6/2019,0,0,0,0,0,0,4,0,1
1971,ST190230,6,5/6/2019,4,0,0,0,0,0,12,0,4
1972,ST190231,9,5/6/2019,1,0,0,0,0,0,0,0,0
1973,ST190231,9,5/6/2019,0,0,0,0,0,0,0,0,0
1974,ST190236,HBK,5/6/2019,0,1,0,0,0,0,1,0,0
1975,ST190236,HBK,5/6/2019,4,2,0,0,0,0,6,0,0
1976,ST190237,HBK,5/6/2019,1,0,0,0,0,0,3,0,0
1977,ST190237,HBK,5/6/2019,0,0,0,0,0,0,7,0,0
1978,ST190238,HBK,5/6/2019,2,0,0,0,0,0,1,0,0
1979,ST190238,HBK,5/6/2019,2,0,0,0,0,0,4,0,0
1980,ST190239,HBK,5/6/2019,2,0,0,0,0,0,1,0,0
1981,ST190239,HBK,5/6/2019,0,0,0,0,0,0,0,0,0
1982,ST190240,HBK,5/6/2019,3,0,1,0,0,0,1,1,0
1983,ST190240,HBK,5/6/2019,0,0,0,0,0,0,3,0,0
1984,ST190241,1,5/13/2019,0,0,0,0,0,0,23,0,0
1985,ST190241,1,5/13/2019,0,0,0,0,0,0,38,0,2
1986,ST190242,1,5/13/2019,0,0,0,0,0,0,94,0,4
1987,ST190242,1,5/13/2019,10,0,0,0,0,1,159,0,4
1988,ST190243,1,5/13/2019,0,1,0,0,0,1,55,0,1
1989,ST190243,1,5/13/2019,0,0,0,0,0,2,67,0,1
1990,ST190244,1,5/13/2019,1,0,0,0,0,1,47,0,2
1991,ST190244,1,5/13/2019,3,0,0,0,0,2,32,0,2
1992,ST190245,1,5/13/2019,4,1,0,0,1,1,94,0,1
1993,ST190245,1,5/13/2019,8,0,0,0,0,0,59,0,2
1994,ST190246,2,5/13/2019,2,0,0,0,0,0,74,0,1
1995,ST190246,2,5/13/2019,3,0,0,0,1,0,31,0,2
1996,ST190247,2,5/13/2019,3,0,0,0,0,0,53,0,4
1997,ST190247,2,5/13/2019,2,0,0,0,0,0,12,0,2
1998,ST190248,2,5/13/2019,3,0,0,0,0,1,40,1,2
1999,ST190248,2,5/13/2019,1,1,0,0,0,0,26,0,2
2000,ST190249,2,5/13/2019,4,0,0,0,0,0,47,0,0
2001,ST190249,2,5/13/2019,3,1,0,0,0,0,56,0,1
2002,ST190250,2,5/13/2019,0,0,0,0,0,1,20,0,2
2003,ST190250,2,5/13/2019,1,0,0,0,0,0,66,0,3
2004,ST190251,3,5/13/2019,5,0,0,0,0,1,83,0,1
2005,ST190251,3,5/13/2019,1,0,0,0,0,0,52,1,1
2006,ST190252,3,5/13/2019,6,0,1,0,0,0,65,0,4
2007,ST190252,3,5/13/2019,4,3,0,0,0,0,67,1,2
2008,ST190253,3,5/13/2019,5,1,1,0,0,0,41,1,0
2009,ST190253,3,5/13/2019,3,1,0,0,0,0,28,0,1
2010,ST190254,3,5/13/2019,2,2,0,0,0,0,63,3,2
2011,ST190254,3,5/13/2019,0,0,0,0,0,0,24,0,3
2012,ST190255,3,5/13/2019,4,0,0,0,0,0,25,1,2
2013,ST190255,3,5/13/2019,4,0,0,0,0,0,58,0,5
2014,ST190256,4,5/13/2019,0,0,0,0,0,0,25,0,3
2015,ST190256,4,5/13/2019,1,0,0,0,0,1,74,0,2
2016,ST190257,4,5/13/2019,4,0,0,0,0,3,35,2,4
2017,ST190257,4,5/13/2019,10,1,0,0,0,0,196,3,7
2018,ST190258,4,5/13/2019,2,0,0,0,0,0,23,2,2
2019,ST190258,4,5/13/2019,6,2,0,0,0,0,45,13,2
2020,ST190259,4,5/13/2019,0,0,0,0,0,0,22,1,2
2021,ST190259,4,5/13/2019,0,0,0,0,0,0,29,1,0
2022,ST190260,4,5/13/2019,6,0,0,0,0,1,45,7,2
2023,ST190260,4,5/13/2019,3,0,0,0,0,0,24,5,4
2024,ST190266,6,5/13/2019,0,0,0,0,0,1,24,0,4
2025,ST190266,6,5/13/2019,1,0,0,0,0,0,34,0,3
2026,ST190267,6,5/13/2019,1,0,0,0,0,0,24,0,0
2027,ST190267,6,5/13/2019,2,0,0,0,0,1,69,0,1
2028,ST190268,6,5/13/2019,0,0,0,0,0,0,23,0,0
2029,ST190268,6,5/13/2019,0,0,0,0,0,0,19,0,0
2030,ST190269,6,5/13/2019,4,0,0,0,0,0,20,0,3
2031,ST190269,6,5/13/2019,5,0,0,0,0,0,133,0,4
2032,ST190270,6,5/13/2019,1,0,0,0,0,0,18,0,3
2033,ST190270,6,5/13/2019,1,1,0,0,0,0,369,0,1
2034,ST190271,9,5/13/2019,2,0,0,0,0,0,4,0,0
2035,ST190271,9,5/13/2019,0,0,0,0,0,0,0,0,0
2036,ST190276,HBK,5/13/2019,1,1,0,0,0,0,2,1,0
2037,ST190276,HBK,5/13/2019,7,0,0,0,0,0,3,1,0
2038,ST190277,HBK,5/13/2019,0,0,0,0,0,0,0,0,0
2039,ST190277,HBK,5/13/2019,2,3,0,0,0,1,5,1,0
2040,ST190278,HBK,5/13/2019,0,4,0,0,0,0,3,0,0
2041,ST190278,HBK,5/13/2019,0,0,0,0,0,0,1,0,0
2042,ST190279,HBK,5/13/2019,0,0,0,0,0,0,5,0,0
2043,ST190279,HBK,5/13/2019,0,4,0,0,0,0,6,0,0
2044,ST190280,HBK,5/13/2019,1,1,0,0,0,0,5,0,0
2045,ST190280,HBK,5/13/2019,2,6,0,0,0,1,6,0,0
2046,ST190281,1,5/20/2019,3,0,0,0,0,1,108,0,8
2047,ST190281,1,5/20/2019,0,0,0,0,0,1,78,0,4
2048,ST190282,1,5/20/2019,0,0,0,0,0,0,0,0,0
2049,ST190283,1,5/20/2019,6,0,0,0,0,3,67,0,2
2050,ST190283,1,5/20/2019,3,0,0,0,0,0,100,0,5
2051,ST190284,1,5/20/2019,1,0,0,0,0,1,156,0,14
2052,ST190284,1,5/20/2019,3,0,0,0,0,1,188,0,10
2053,ST190285,1,5/20/2019,1,0,0,0,0,1,169,0,3
2054,ST190285,1,5/20/2019,3,0,0,0,0,1,78,0,1
2055,ST190286,2,5/20/2019,1,1,0,0,0,0,57,0,3
2056,ST190286,2,5/20/2019,1,0,0,0,0,0,155,2,7
2057,ST190287,2,5/20/2019,3,2,0,0,0,0,77,0,4
2058,ST190287,2,5/20/2019,7,1,0,0,0,2,99,0,4
2059,ST190288,2,5/20/2019,3,1,0,0,1,2,162,0,6
2060,ST190288,2,5/20/2019,3,1,0,0,1,2,145,0,4
2061,ST190289,2,5/20/2019,2,0,1,0,1,1,127,0,4
2062,ST190289,2,5/20/2019,3,0,0,0,2,0,116,0,5
2063,ST190290,2,5/20/2019,15,1,0,0,0,1,153,0,11
2064,ST190290,2,5/20/2019,5,2,0,0,0,0,132,1,9
2065,ST190291,3,5/20/2019,5,0,0,0,0,1,162,0,6
2066,ST190291,2,5/20/2019,4,1,0,0,0,1,158,0,7
2067,ST190291,3,5/20/2019,4,1,0,0,0,1,158,0,7
2068,ST190292,3,5/20/2019,1,1,0,0,0,3,119,0,11
2069,ST190292,3,5/20/2019,2,0,0,0,1,0,90,3,7
2070,ST190293,3,5/20/2019,7,0,0,0,0,1,110,8,5
2071,ST190293,3,5/20/2019,12,0,0,0,0,3,219,11,13
2072,ST190294,3,5/20/2019,2,1,0,0,0,1,143,4,10
2073,ST190294,3,5/20/2019,4,2,0,0,0,2,92,5,8
2074,ST190295,3,5/20/2019,6,1,0,0,0,2,116,3,11
2075,ST190295,3,5/20/2019,12,1,0,0,0,4,158,7,4
2076,ST190296,4,5/20/2019,3,3,0,0,0,0,88,3,5
2077,ST190296,4,5/20/2019,6,4,0,0,0,0,76,13,3
2078,ST190297,4,5/20/2019,5,2,0,0,0,0,102,8,10
2079,ST190297,4,5/20/2019,5,0,0,0,0,0,64,5,7
2080,ST190298,4,5/20/2019,12,0,0,0,0,0,88,8,9
2081,ST190298,4,5/20/2019,22,0,0,0,0,0,174,11,8
2082,ST190299,4,5/20/2019,2,0,0,0,0,0,65,0,0
2083,ST190299,4,5/20/2019,1,0,0,0,0,1,77,2,5
2084,ST190300,4,5/20/2019,8,0,0,0,0,0,98,11,2
2085,ST190300,4,5/20/2019,6,0,0,0,0,2,70,4,3
2086,ST190306,6,5/20/2019,3,0,0,0,0,1,51,0,3
2087,ST190306,6,5/20/2019,4,0,0,0,0,0,226,0,8
2088,ST190307,6,5/20/2019,0,0,0,0,0,1,86,0,3
2089,ST190307,6,5/20/2019,0,1,0,0,0,0,98,0,11
2090,ST190308,6,5/20/2019,4,0,0,0,0,0,199,0,8
2091,ST190308,6,5/20/2019,0,0,0,0,0,0,68,0,4
2092,ST190309,6,5/20/2019,0,0,0,0,0,1,84,0,5
2093,ST190309,6,5/20/2019,0,0,0,0,0,1,58,0,4
2094,ST190310,6,5/20/2019,1,0,0,0,0,0,84,0,6
2095,ST190310,6,5/20/2019,8,0,0,0,0,0,123,0,4
2096,ST190311,9,5/20/2019,5,0,0,0,0,0,4,0,0
2097,ST190311,9,5/20/2019,3,0,0,0,0,1,4,0,0
2098,ST190312,9,5/20/2019,0,0,0,0,0,1,5,0,1
2099,ST190312,9,5/20/2019,1,0,0,0,0,0,2,0,0
2100,ST190313,9,5/20/2019,4,0,0,0,0,0,5,0,1
2101,ST190313,9,5/20/2019,1,0,0,0,0,0,11,0,1
2102,ST190314,9,5/20/2019,8,0,0,0,0,1,2,0,1
2103,ST190314,9,5/20/2019,3,0,0,0,0,1,13,0,2
2104,ST190315,9,5/20/2019,6,0,0,0,0,1,8,0,0
2105,ST190315,9,5/20/2019,11,0,0,0,0,1,2,0,9
2106,ST190316,HBK,5/20/2019,0,0,0,0,0,0,8,0,0
2107,ST190316,HBK,5/20/2019,0,0,0,0,0,2,6,4,0
2108,ST190317,HBK,5/20/2019,2,2,0,0,0,0,16,4,0
2109,ST190317,HBK,5/20/2019,3,0,0,0,0,1,6,0,0
2110,ST190318,HBK,5/20/2019,3,0,0,0,0,0,5,0,0
2111,ST190318,HBK,5/20/2019,2,0,0,0,0,1,12,2,0
2112,ST190319,HBK,5/20/2019,0,0,0,0,0,0,9,1,0
2113,ST190319,HBK,5/20/2019,3,1,0,0,0,0,8,1,0
2114,ST190320,HBK,5/20/2019,0,0,0,0,0,0,15,0,0
2115,ST190320,HBK,5/20/2019,2,0,0,0,0,0,4,1,0
2116,ST190321,1,5/28/2019,5,0,0,0,0,1,27,0,3
2117,ST190321,1,5/28/2019,1,0,0,0,0,1,142,0,5
2118,ST190322,1,5/28/2019,6,0,0,0,0,2,174,0,11
2119,ST190322,1,5/28/2019,4,0,0,0,0,4,165,0,8
2120,ST190323,1,5/28/2019,1,0,0,0,2,2,211,0,8
2121,ST190323,1,5/28/2019,7,0,0,0,2,1,219,0,3
2122,ST190324,1,5/28/2019,4,3,0,0,1,1,268,0,2
2123,ST190324,1,5/28/2019,5,0,0,0,0,0,66,0,0
2124,ST190325,1,5/28/2019,7,0,0,0,3,0,280,0,7
2125,ST190325,1,5/28/2019,12,0,0,0,0,0,145,0,8
2126,ST190326,2,5/28/2019,3,4,0,0,3,2,138,0,12
2127,ST190326,2,5/28/2019,6,0,0,0,2,2,172,0,8
2128,ST190327,2,5/28/2019,8,1,0,0,1,0,181,0,14
2129,ST190327,2,5/28/2019,11,0,0,0,2,1,165,0,11
2130,ST190328,2,5/28/2019,47,0,0,0,0,1,63,0,0
2131,ST190328,2,5/28/2019,0,0,0,0,0,0,32,0,2
2132,ST190329,2,5/28/2019,4,0,0,0,0,1,151,0,9
2133,ST190329,2,5/28/2019,12,0,0,0,3,1,129,0,9
2134,ST190330,2,5/28/2019,4,0,0,0,0,2,60,0,4
2135,ST190330,2,5/28/2019,12,2,0,0,0,2,180,0,15
2136,ST190331,3,5/28/2019,2,0,0,0,1,3,134,13,8
2137,ST190331,3,5/28/2019,7,2,0,0,1,0,194,5,11
2138,ST190332,3,5/28/2019,2,1,0,1,0,2,293,11,13
2139,ST190332,3,5/28/2019,4,1,0,0,2,2,76,0,2
2140,ST190333,3,5/28/2019,5,0,1,0,0,1,329,0,11
2141,ST190333,3,5/28/2019,12,0,0,0,0,6,221,5,9
2142,ST190334,3,5/28/2019,19,4,0,0,0,4,263,11,4
2143,ST190334,3,5/28/2019,10,7,0,0,0,0,149,2,5
2144,ST190335,3,5/28/2019,5,0,0,0,1,1,192,12,0
2145,ST190335,3,5/28/2019,13,1,0,0,0,7,186,9,7
2146,ST190336,4,5/28/2019,7,0,0,0,0,1,107,3,2
2147,ST190336,4,5/28/2019,4,2,0,0,0,1,97,5,2
2148,ST190337,4,5/28/2019,2,0,0,0,0,1,109,3,6
2149,ST190337,4,5/28/2019,6,1,0,0,0,2,100,15,5
2150,ST190338,4,5/28/2019,6,6,0,0,0,1,148,5,7
2151,ST190338,4,5/28/2019,1,2,0,0,0,0,136,0,6
2152,ST190339,4,5/28/2019,14,0,0,0,0,2,159,9,6
2153,ST190339,4,5/28/2019,20,5,0,0,0,1,99,0,4
2154,ST190340,4,5/28/2019,4,0,0,0,1,0,195,5,6
2155,ST190340,4,5/28/2019,7,1,0,0,0,0,117,6,9
2156,ST190346,6,5/28/2019,3,0,0,0,1,1,167,0,6
