"Sample","Watershed","Date","Dipteran_Large","Terrestrial_Large","Caddisfly_Large","Mayfly_Large","Stonefly_Large","Other_Large","Dipteran_Small","Terrestrial_Small","Other_Small"
"2","6","7/23/2018",1,0,0,0,0,1,1,0,3
"3","6","7/23/2018",3,0,0,0,0,10,20,0,5
"4","6","7/23/2018",4,0,0,0,0,3,9,0,6
"5","6","7/23/2018",0,3,0,0,0,2,12,0,11
"6","6","7/23/2018",0,0,0,0,0,5,11,0,13
"7","6","7/23/2018",2,0,0,0,0,5,10,0,7
"8","6","7/23/2018",3,0,0,0,0,2,9,0,8
"1","6","7/30/2018",0,0,0,0,0,2,11,0,1
"2","6","7/30/2018",2,0,0,0,0,0,18,0,0
"3","6","7/30/2018",1,1,0,0,0,4,12,0,1
"4","6","7/30/2018",0,0,0,0,1,3,5,0,0
"5","6","7/30/2018",1,0,0,0,0,4,6,0,0
"6","6","7/30/2018",4,0,0,0,0,2,13,0,2
"7","6","7/30/2018",1,0,0,0,0,3,13,0,0
"8","6","7/30/2018",2,1,0,0,1,1,11,0,3
"9","6","7/30/2018",3,0,0,0,0,4,11,0,0
"10","6","7/30/2018",4,2,0,0,2,1,7,0,3
"1","6","8/6/2018",0,0,0,0,0,2,14,0,2
"2","6","8/6/2018",1,0,0,0,0,4,4,0,2
"3","6","8/6/2018",3,0,2,0,0,4,7,0,2
"4","6","8/6/2018",2,0,0,0,0,3,6,0,0
"5","6","8/6/2018",0,1,0,0,2,1,7,0,2
"6","6","8/6/2018",3,0,0,0,0,0,7,0,0
"7","6","8/6/2018",0,0,0,0,0,5,8,0,3
"8","6","8/6/2018",0,0,0,0,0,2,6,0,2
"9","6","8/6/2018",0,0,0,0,0,2,8,0,1
"10","6","8/6/2018",0,0,0,0,0,2,6,0,1
"1","6","8/13/2018",2,0,0,0,0,4,8,0,3
"2","6","8/13/2018",0,0,0,0,0,3,4,0,3
"3","6","8/13/2018",0,0,0,0,0,4,8,0,3
"4","6","8/13/2018",1,0,0,0,0,1,6,0,1
"5","6","8/13/2018",0,0,0,0,0,1,7,0,2
"6","6","8/13/2018",0,0,0,0,0,1,14,0,2
"7","6","8/13/2018",1,0,0,0,0,1,2,0,0
"8","6","8/13/2018",0,1,0,0,0,0,14,0,1
"9","6","8/13/2018",0,0,0,0,1,0,6,0,5
"10","6","8/13/2018",0,0,0,0,0,2,7,0,2
"1","6","8/20/2018",0,0,1,0,0,6,3,0,0
"2","6","8/20/2018",0,0,0,0,1,1,14,0,4
"3","6","8/20/2018",2,0,0,0,0,2,3,0,0
"4","6","8/20/2018",0,0,0,0,0,1,6,0,0
"5","6","8/20/2018",1,0,0,0,0,3,6,0,3
"6","6","8/20/2018",1,0,0,0,0,2,7,0,5
"7","6","8/20/2018",1,0,0,0,1,1,6,0,2
"8","6","8/20/2018",0,0,0,0,0,0,7,0,2
"9","6","8/20/2018",0,0,0,0,0,0,8,0,2
"10","6","8/20/2018",0,0,0,0,0,3,4,0,0
"1","6","8/27/2018",0,1,0,0,0,0,3,0,1
"2","6","8/27/2018",1,0,0,0,2,0,5,0,0
"3","6","8/27/2018",1,0,0,0,0,1,4,0,2
"4","6","8/27/2018",1,0,0,0,0,0,6,0,3
"5","6","8/27/2018",1,0,0,0,0,1,2,0,0
"6","6","8/27/2018",0,0,0,0,0,1,6,0,1
"7","6","8/27/2018",0,0,0,0,0,1,11,0,0
"8","6","8/27/2018",1,0,0,0,0,2,7,0,1
"9","6","8/27/2018",0,0,0,0,0,2,2,0,0
"10","6","8/27/2018",1,0,0,0,0,0,7,0,0
"1","6","9/4/2018",1,0,0,0,0,0,4,0,3
"2","6","9/4/2018",0,1,0,0,0,1,3,0,2
"3","6","9/4/2018",0,0,0,0,0,3,7,0,1
"4","6","9/4/2018",0,0,0,0,0,0,3,0,0
"5","6","9/4/2018",1,0,0,0,0,1,4,0,0
"6","6","9/4/2018",0,0,0,0,0,1,7,0,0
"7","6","9/4/2018",0,0,0,0,0,1,4,0,1
"8","6","9/4/2018",0,0,0,0,0,1,7,0,0
"9","6","9/4/2018",1,0,0,0,0,2,6,0,4
"10","6","9/4/2018",0,0,0,0,0,0,4,0,0
"1","6","9/10/2018",0,0,0,0,0,0,6,0,1
"2","6","9/10/2018",1,0,0,0,0,0,5,0,1
"3","6","9/10/2018",0,0,1,0,0,2,2,0,0
"4","6","9/10/2018",0,0,0,0,0,1,2,0,0
"5","6","9/10/2018",0,0,0,0,0,1,2,0,0
"6","6","9/10/2018",1,0,0,0,1,0,8,0,2
"7","6","9/10/2018",1,0,0,0,0,0,4,0,1
"8","6","9/10/2018",1,0,0,0,0,2,6,0,2
"9","6","9/10/2018",1,0,0,0,0,0,5,0,1
"10","6","9/10/2018",0,0,0,0,0,1,5,0,1
"1","6","9/17/2018",1,0,0,0,0,0,3,0,0
"2","6","9/17/2018",1,0,0,0,0,0,2,0,1
"3","6","9/17/2018",1,0,0,0,0,0,6,0,0
"4","6","9/17/2018",0,0,0,0,0,0,2,0,2
"5","6","9/17/2018",0,0,0,0,0,0,3,0,0
"6","6","9/17/2018",0,0,0,0,0,0,6,0,0
"7","6","9/17/2018",0,0,0,0,0,0,5,0,2
"8","6","9/17/2018",0,0,0,0,0,1,7,0,3
"9","6","9/17/2018",0,0,0,0,0,0,3,0,0
"10","6","9/17/2018",0,0,0,0,0,2,9,0,1
"1","6","9/24/2018",1,0,0,0,0,0,9,0,3
"2","6","9/24/2018",1,0,0,0,0,0,7,0,1
"3","6","9/24/2018",0,0,0,0,0,0,2,0,0
"4","6","9/24/2018",0,0,0,0,0,0,5,0,1
"5","6","9/24/2018",1,0,0,0,0,0,17,0,1
"6","6","9/24/2018",0,0,0,0,0,0,15,0,1
"7","6","9/24/2018",0,0,0,0,0,0,11,0,1
"8","6","9/24/2018",0,0,0,0,0,0,4,0,0
"9","6","9/24/2018",2,0,0,0,0,0,2,0,0
"10","6","9/24/2018",1,0,0,0,0,0,4,0,0
"1","6","10/1/2018",4,0,0,0,0,0,4,0,0
"2","6","10/1/2018",0,0,0,0,0,0,13,0,0
"3","6","10/1/2018",0,0,0,0,0,1,4,0,1
"4","6","10/1/2018",2,0,0,0,0,0,7,0,0
"5","6","10/1/2018",0,0,0,0,0,0,6,0,0
"6","6","10/1/2018",4,0,0,0,0,0,10,0,0
"7","6","10/1/2018",3,0,0,0,0,0,6,0,1
"8","6","10/1/2018",1,0,0,0,0,0,13,0,0
"9","6","10/1/2018",1,0,0,0,0,0,2,0,0
"10","6","10/1/2018",1,0,0,0,0,0,7,0,0
"1","6","10/8/2018",1,0,0,0,0,0,2,0,0
"2","6","10/8/2018",0,0,0,0,0,0,2,0,0
"3","6","10/8/2018",0,0,0,0,0,0,4,0,0
"4","6","10/8/2018",1,0,0,0,0,0,3,0,0
"5","6","10/8/2018",2,0,0,0,0,0,11,0,0
"6","6","10/8/2018",0,0,0,0,0,0,5,0,0
"7","6","10/8/2018",2,0,0,0,0,0,6,0,0
"8","6","10/8/2018",2,0,0,0,0,0,10,0,0
"9","6","10/8/2018",4,0,0,0,0,0,13,0,0
"10","6","10/8/2018",9,0,0,0,0,0,24,0,0
"1","6","10/15/2018",9,0,0,0,0,0,1,0,0
"2","6","10/15/2018",2,0,0,0,0,0,10,0,0
"3","6","10/15/2018",1,0,0,0,0,0,4,0,2
"4","6","10/15/2018",1,0,0,0,0,0,7,0,0
"5","6","10/15/2018",2,0,0,0,0,0,4,0,0
"6","6","10/15/2018",2,0,0,0,0,0,6,0,0
"7","6","10/15/2018",0,0,0,0,0,0,4,0,0
"8","6","10/15/2018",1,0,0,0,0,0,7,0,0
"9","6","10/15/2018",0,0,0,0,0,0,0,0,0
"10","6","10/15/2018",0,0,0,0,0,0,0,0,0
"1","6","10/22/2018",0,0,0,0,0,0,1,0,0
"2","6","10/22/2018",0,0,0,0,0,0,8,0,0
"3","6","10/22/2018",0,0,0,0,0,0,1,0,0
"4","6","10/22/2018",2,0,0,0,0,0,2,0,0
"5","6","10/22/2018",1,0,0,0,0,0,2,0,0
"6","6","10/22/2018",2,0,0,0,0,0,3,0,1
"7","6","10/22/2018",0,0,0,0,0,0,9,0,0
"8","6","10/22/2018",2,0,0,0,0,0,2,0,1
"9","6","10/22/2018",2,0,0,0,0,0,5,0,0
"10","6","10/22/2018",1,0,0,0,0,0,4,0,0
"1","6","10/29/2018",1,0,0,0,0,0,4,0,0
"2","6","10/29/2018",0,1,0,0,0,0,1,0,0
"3","6","10/29/2018",2,0,0,0,0,0,0,0,0
"4","6","10/29/2018",2,0,0,0,0,0,0,0,0
"5","6","10/29/2018",1,0,0,0,0,0,0,0,0
"6","6","10/29/2018",0,0,0,0,0,0,0,0,0
"7","6","10/29/2018",1,0,0,0,0,0,2,0,0
"8","6","10/29/2018",0,0,0,0,0,0,0,0,0
"9","6","10/29/2018",1,0,0,0,0,0,0,0,0
"10","6","10/29/2018",1,0,0,0,0,0,0,0,0
"1","6","11/5/2018",5,0,0,0,0,0,2,0,0
"2","6","11/5/2018",2,0,0,0,0,0,1,0,0
"3","6","11/5/2018",0,0,0,0,0,0,0,0,0
"4","6","11/5/2018",3,0,0,0,0,0,5,0,0
"5","6","11/5/2018",5,0,0,0,0,0,4,0,0
"6","6","11/5/2018",1,0,0,0,0,0,3,0,0
"7","6","11/5/2018",4,0,0,0,0,0,2,0,0
"8","6","11/5/2018",4,0,0,0,0,0,3,0,0
"9","6","11/5/2018",2,0,0,0,0,0,2,0,0
"10","6","11/5/2018",1,0,0,0,0,0,2,0,0
"1","6","11/12/2018",3,0,0,0,0,0,2,0,0
"2","6","11/12/2018",4,0,0,0,0,0,2,0,0
"3","6","11/12/2018",4,0,0,0,0,0,5,0,0
"4","6","11/12/2018",3,0,0,0,0,0,6,0,0
"5","6","11/12/2018",4,0,0,0,0,0,3,0,0
"6","6","11/12/2018",4,0,0,0,0,0,5,0,0
"7","6","11/12/2018",1,0,0,0,0,0,4,0,0
"8","6","11/12/2018",4,0,0,0,0,0,6,0,0
"9","6","11/12/2018",7,0,0,0,0,0,4,0,0
"10","6","11/12/2018",10,0,0,0,0,0,4,0,0
"ST190466","6","6/17/2019",0,0,1,0,0,0,16,4,6
"ST190466","6","6/17/2019",3,0,1,0,2,3,20,5,6
"ST190467","6","6/17/2019",1,2,0,0,2,0,14,5,0
"ST190467","6","6/17/2019",2,4,0,0,0,0,11,1,5
"ST190468","6","6/17/2019",1,2,0,0,0,0,20,6,0
"ST190468","6","6/17/2019",2,2,0,0,0,0,33,3,3
"ST190469","6","6/17/2019",1,0,0,0,0,0,32,7,3
"ST190469","6","6/17/2019",0,1,1,0,0,0,24,10,0
"ST190470","6","6/17/2019",0,1,0,0,0,1,22,5,2
"ST190470","6","6/17/2019",1,1,0,0,0,0,16,7,1
"ST190506","6","6/24/2019",1,3,1,0,0,3,22,9,0
"ST190506","6","6/24/2019",0,1,0,0,0,2,19,10,0
"ST190507","6","6/24/2019",1,1,0,0,3,0,30,3,1
"ST190507","6","6/24/2019",0,1,1,0,2,2,22,8,1
"ST190508","6","6/24/2019",2,0,0,0,0,3,29,3,1
"ST190508","6","6/24/2019",10,3,0,0,0,2,27,8,1
"ST190509","6","6/24/2019",2,1,0,0,0,3,29,1,1
"ST190509","6","6/24/2019",2,1,0,0,0,3,22,3,1
"ST190510","6","6/24/2019",3,3,0,0,4,0,11,5,0
"ST190510","6","6/24/2019",3,4,0,0,0,4,30,3,1
"ST190546","6","7/1/2019",4,0,3,0,1,2,33,0,0
"ST190546","6","7/1/2019",1,0,0,0,0,2,17,5,1
"ST190547","6","7/1/2019",1,0,0,0,1,1,45,4,3
"ST190547","6","7/1/2019",0,0,0,0,1,1,24,3,0
"ST190548","6","7/1/2019",2,0,0,0,1,4,20,2,0
"ST190548","6","7/1/2019",1,0,0,0,0,5,13,3,1
"ST190549","6","7/1/2019",2,0,0,0,0,1,20,1,3
"ST190549","6","7/1/2019",3,2,0,0,0,2,52,3,2
"ST190550","6","7/1/2019",3,4,0,0,0,2,42,0,2
"ST190550","6","7/1/2019",1,1,0,0,0,2,38,6,3
"ST190586","6","7/8/2019",3,2,1,0,1,2,19,1,34
"ST190586","6","7/8/2019",2,0,2,0,1,0,24,1,32
"ST190587","6","7/8/2019",0,0,0,0,1,1,13,3,9
"ST190587","6","7/8/2019",1,1,3,0,0,1,33,5,21
"ST190588","6","7/8/2019",0,0,7,0,2,2,17,5,14
"ST190588","6","7/8/2019",3,0,4,0,1,3,15,3,5
"ST190589","6","7/8/2019",0,0,1,0,2,1,26,7,8
"ST190589","6","7/8/2019",1,1,0,0,1,0,10,2,8
"ST190590","6","7/8/2019",1,1,0,0,1,1,11,2,14
"ST190590","6","7/8/2019",0,0,0,0,0,0,21,3,8
"ST190626","6","7/15/2019",1,0,0,0,2,0,9,7,15
"ST190626","6","7/15/2019",1,0,0,0,4,1,6,2,9
"ST190627","6","7/15/2019",3,0,4,0,1,2,12,2,13
"ST190627","6","7/15/2019",4,1,1,0,0,1,10,2,6
"ST190628","6","7/15/2019",3,0,0,0,0,1,2,0,10
"ST190628","6","7/15/2019",0,0,0,0,0,1,7,2,10
"ST190629","6","7/15/2019",3,2,0,0,0,0,14,2,11
"ST190629","6","7/15/2019",6,1,0,0,0,1,12,2,19
"ST190630","6","7/15/2019",3,2,0,0,0,2,8,2,54
"ST190630","6","7/15/2019",4,0,0,0,2,3,9,3,68
"ST190666","6","7/22/2019",1,1,0,0,0,1,13,1,16
"ST190666","6","7/22/2019",0,0,0,0,0,1,7,0,16
"ST190667","6","7/22/2019",2,1,0,0,0,0,7,2,12
"ST190667","6","7/22/2019",1,0,0,0,1,0,11,1,2
"ST190668","6","7/22/2019",2,0,0,0,0,2,9,1,5
"ST190668","6","7/22/2019",0,0,0,0,0,1,12,0,3
"ST190669","6","7/22/2019",1,0,2,0,0,2,12,1,3
"ST190669","6","7/22/2019",0,2,0,0,0,1,10,0,0
"ST190670","6","7/22/2019",1,0,1,0,1,2,15,0,2
"ST190670","6","7/22/2019",1,0,0,0,7,2,6,0,3
"ST190706","6","7/29/2019",6,4,0,0,0,0,4,0,3
"ST190706","6","7/29/2019",3,0,1,0,0,0,12,1,1
"ST190707","6","7/29/2019",0,4,0,0,0,2,15,0,4
"ST190707","6","7/29/2019",0,0,0,0,1,0,8,0,1
"ST190708","6","7/29/2019",0,8,2,0,1,0,18,4,0
"ST190708","6","7/29/2019",0,4,0,0,1,0,17,0,1
"ST190709","6","7/29/2019",0,2,0,0,0,9,9,0,0
"ST190709","6","7/29/2019",1,2,0,0,0,1,9,1,2
"ST190710","6","7/29/2019",1,7,1,0,0,1,2,7,0
"ST190710","6","7/29/2019",2,3,1,0,0,0,15,4,0
"ST190746","6","8/5/2019",2,6,0,0,0,1,11,0,2
"ST190746","6","8/5/2019",1,0,0,0,0,0,11,0,1
"ST190747","6","8/5/2019",0,0,0,0,1,1,29,1,0
"ST190747","6","8/5/2019",0,12,0,0,0,0,21,1,1
"ST190748","6","8/5/2019",2,2,3,0,1,1,15,0,3
"ST190748","6","8/5/2019",0,8,2,0,1,0,13,2,0
"ST190749","6","8/5/2019",0,2,0,0,0,1,20,0,8
"ST190749","6","8/5/2019",1,7,0,0,0,0,20,0,5
"ST190750","6","8/5/2019",0,4,0,0,3,1,12,1,1
"ST190750","6","8/5/2019",1,6,1,0,4,0,13,1,3
"ST190786","6","8/12/2019",4,6,0,0,4,0,4,1,1
"ST190786","6","8/12/2019",1,10,0,0,0,0,9,0,0
"ST190787","6","8/12/2019",0,2,0,0,1,1,14,6,1
"ST190787","6","8/12/2019",0,13,0,0,0,0,7,5,1
"ST190788","6","8/12/2019",0,7,0,0,0,1,0,2,1
"ST190788","6","8/12/2019",1,0,0,0,1,0,11,1,4
"ST190789","6","8/12/2019",0,11,0,0,0,1,9,1,1
"ST190789","6","8/12/2019",1,2,0,0,0,0,7,4,3
"ST190790","6","8/12/2019",0,7,0,0,0,3,1,2,3
"ST190790","6","8/12/2019",0,2,0,0,0,1,9,1,5
"ST190826","6","8/19/2019",1,1,0,0,0,0,8,1,1
"ST190826","6","8/19/2019",0,12,0,0,0,1,7,2,2
"ST190827","6","8/19/2019",0,6,0,0,0,0,7,2,0
"ST190827","6","8/19/2019",0,5,0,0,0,0,3,0,0
"ST190828","6","8/19/2019",1,3,0,0,0,0,4,0,0
"ST190828","6","8/19/2019",0,1,0,0,0,0,11,2,0
"ST190829","6","8/19/2019",0,9,0,0,0,1,8,0,0
"ST190829","6","8/19/2019",1,0,0,0,0,0,8,2,0
"ST190830","6","8/19/2019",0,2,0,0,0,1,2,0,0
"ST190830","6","8/19/2019",0,9,1,0,0,1,5,0,2
"ST190866","6","8/26/2019",0,2,1,0,1,0,10,0,0
"ST190866","6","8/26/2019",1,7,0,0,0,1,10,0,1
"ST190867","6","8/26/2019",0,4,0,0,0,0,10,2,0
"ST190867","6","8/26/2019",0,1,0,0,1,0,6,0,0
"ST190868","6","8/26/2019",0,5,0,0,0,0,5,0,1
"ST190868","6","8/26/2019",0,6,0,0,0,0,4,0,1
"ST190869","6","8/26/2019",0,3,0,0,0,1,6,1,1
"ST190869","6","8/26/2019",0,1,0,0,0,0,7,1,0
"ST190870","6","8/26/2019",1,4,1,2,0,0,3,0,0
"ST190870","6","8/26/2019",1,11,1,0,0,0,6,0,1
"ST190386","6","6/2/2019",3,0,0,0,0,0,23,0,1
"ST190386","6","6/2/2019",2,0,0,0,0,0,52,0,1
"ST190387","6","6/2/2019",0,0,0,0,0,0,26,0,3
"ST190387","6","6/2/2019",1,0,0,0,1,0,10,0,1
"ST190388","6","6/2/2019",0,0,0,0,0,0,44,0,0
"ST190388","6","6/2/2019",6,0,0,0,0,0,48,1,1
"ST190389","6","6/2/2019",1,0,0,0,0,0,17,0,0
"ST190389","6","6/2/2019",2,0,0,0,0,0,46,0,0
"ST190390","6","6/2/2019",0,1,0,0,0,0,53,0,1
"ST190390","6","6/2/2019",3,1,0,0,0,0,69,0,2
"ST190426","6","6/10/2019",1,4,2,0,2,4,104,0,6
"ST190426","6","6/10/2019",1,1,0,0,1,8,99,0,8
"ST190427","6","6/10/2019",3,1,0,0,0,0,76,0,8
"ST190427","6","6/10/2019",1,3,0,0,0,0,78,0,8
"ST190428","6","6/10/2019",0,0,0,0,0,1,61,0,3
"ST190428","6","6/10/2019",2,3,0,0,0,1,132,0,1
"ST190429","6","6/10/2019",1,0,0,0,2,0,123,0,2
"ST190429","6","6/10/2019",2,0,0,0,0,0,102,0,2
"ST190226","6","5/6/2019",0,0,0,0,0,1,2,0,1
"ST190226","6","5/6/2019",5,2,0,0,0,2,13,0,2
"ST190227","6","5/6/2019",1,0,0,0,0,0,9,1,2
"ST190227","6","5/6/2019",2,0,0,0,0,1,3,0,3
"ST190228","6","5/6/2019",9,0,0,0,0,0,19,0,4
"ST190228","6","5/6/2019",8,1,0,0,0,0,9,0,0
"ST190229","6","5/6/2019",26,0,0,0,0,0,27,0,2
"ST190229","6","5/6/2019",3,0,0,0,0,0,6,0,1
"ST190230","6","5/6/2019",0,0,0,0,0,0,4,0,1
"ST190230","6","5/6/2019",4,0,0,0,0,0,12,0,4
"ST190266","6","5/13/2019",0,0,0,0,0,1,24,0,4
"ST190266","6","5/13/2019",1,0,0,0,0,0,34,0,3
"ST190267","6","5/13/2019",1,0,0,0,0,0,24,0,0
"ST190267","6","5/13/2019",2,0,0,0,0,1,69,0,1
"ST190268","6","5/13/2019",0,0,0,0,0,0,23,0,0
"ST190268","6","5/13/2019",0,0,0,0,0,0,19,0,0
"ST190269","6","5/13/2019",4,0,0,0,0,0,20,0,3
"ST190269","6","5/13/2019",5,0,0,0,0,0,133,0,4
"ST190270","6","5/13/2019",1,0,0,0,0,0,18,0,3
"ST190270","6","5/13/2019",1,1,0,0,0,0,369,0,1
"ST190306","6","5/20/2019",3,0,0,0,0,1,51,0,3
"ST190306","6","5/20/2019",4,0,0,0,0,0,226,0,8
"ST190307","6","5/20/2019",0,0,0,0,0,1,86,0,3
"ST190307","6","5/20/2019",0,1,0,0,0,0,98,0,11
"ST190308","6","5/20/2019",4,0,0,0,0,0,199,0,8
"ST190308","6","5/20/2019",0,0,0,0,0,0,68,0,4
"ST190309","6","5/20/2019",0,0,0,0,0,1,84,0,5
"ST190309","6","5/20/2019",0,0,0,0,0,1,58,0,4
"ST190310","6","5/20/2019",1,0,0,0,0,0,84,0,6
"ST190310","6","5/20/2019",8,0,0,0,0,0,123,0,4
"ST190346","6","5/28/2019",3,0,0,0,1,1,167,0,6
"ST190346","6","5/28/2019",8,0,0,0,0,0,201,0,3
"ST190347","6","5/28/2019",1,1,0,0,0,0,160,0,9
"ST190347","6","5/28/2019",1,0,0,0,0,5,162,0,6
"ST190348","6","5/28/2019",4,0,0,0,1,1,199,0,7
"ST190348","6","5/28/2019",2,0,0,0,0,0,84,0,5
"ST190349","6","5/28/2019",2,0,0,0,0,0,143,0,2
"ST190349","6","5/28/2019",5,0,0,0,0,0,241,0,2
"ST190350","6","5/28/2019",2,0,0,0,0,0,154,0,15
"ST190350","6","5/28/2019",0,0,0,0,1,1,116,0,0
"ST190066","6","4/1/2019",0,0,0,0,0,0,0,0,0
"ST190066","6","4/1/2019",0,0,0,0,0,0,0,0,0
"","6","4/8/2019",0,0,0,0,0,0,0,0,0
"","6","4/8/2019",1,2,0,0,0,0,0,0,0
"ST190186","6","4/29/2019",3,0,0,0,0,2,4,0,1
"ST190186","6","4/29/2019",0,0,0,0,0,1,17,0,2
"ST190187","6","4/29/2019",3,1,0,0,0,0,13,0,1
"ST190187","6","4/29/2019",1,0,0,0,0,0,3,0,4
"ST190188","6","4/29/2019",0,0,0,0,0,0,12,0,1
"ST190188","6","4/29/2019",2,0,0,0,0,0,7,0,0
"ST190189","6","4/29/2019",1,0,0,0,0,1,6,0,2
"ST190189","6","4/29/2019",1,0,0,0,0,0,8,0,2
"ST190190","6","4/29/2019",1,2,0,0,0,0,8,0,0
"ST190190","6","4/29/2019",2,0,0,0,0,0,6,0,5
"ST190906","6","9/3/2019",1,1,0,0,0,0,9,1,1
"ST190906","6","9/3/2019",0,4,0,0,0,0,3,1,0
"ST190907","6","9/3/2019",0,4,0,0,0,1,6,4,0
"ST190907","6","9/3/2019",1,1,0,0,0,0,5,3,0
"ST190908","6","9/3/2019",0,1,0,0,0,0,3,2,0
"ST190908","6","9/3/2019",1,2,0,0,0,0,3,0,0
"ST190909","6","9/3/2019",0,4,0,0,0,0,3,3,0
"ST190909","6","9/3/2019",2,3,0,0,0,0,7,5,0
"ST190910","6","9/3/2019",0,1,1,0,2,0,3,1,0
"ST190910","6","9/3/2019",2,3,0,0,0,0,8,0,0
"ST190946","6","9/9/2019",0,0,0,0,0,0,4,2,0
"ST190946","6","9/9/2019",0,0,0,0,0,0,6,0,0
"ST190947","6","9/9/2019",1,0,0,0,0,0,6,0,0
"ST190947","6","9/9/2019",0,1,0,0,0,0,1,1,0
"ST190948","6","9/9/2019",0,0,0,0,1,1,9,0,0
"ST190948","6","9/9/2019",0,1,0,0,0,0,4,2,0
"ST190949","6","9/9/2019",0,2,1,0,0,0,4,0,0
"ST190949","6","9/9/2019",0,0,0,0,0,1,4,0,0
"ST190950","6","9/9/2019",3,0,1,0,0,0,6,3,0
"ST190950","6","9/9/2019",0,1,0,0,0,0,4,6,0
"ST190986","6","9/16/2019",0,0,0,0,0,0,9,1,0
"ST190986","6","9/16/2019",0,0,0,0,0,0,3,1,0
"ST190987","6","9/16/2019",0,1,0,0,0,0,3,2,0
"ST190987","6","9/16/2019",0,1,0,0,0,0,5,6,0
"ST190988","6","9/16/2019",0,0,0,0,0,2,10,1,0
"ST190988","6","9/16/2019",0,1,0,0,0,1,7,1,0
"ST190989","6","9/16/2019",3,0,0,0,0,1,5,0,0
"ST190989","6","9/16/2019",0,0,1,0,0,0,7,0,2
"ST190990","6","9/16/2019",3,1,0,0,0,0,2,1,0
"ST190990","6","9/16/2019",1,0,0,0,0,0,6,0,0
"ST191026","6","9/23/2019",0,2,0,0,0,1,7,3,0
"ST191026","6","9/23/2019",0,0,0,0,1,0,7,3,0
"ST191027","6","9/23/2019",0,0,0,0,0,0,3,1,0
"ST191027","6","9/23/2019",1,0,0,0,0,0,6,2,0
"ST191028","6","9/23/2019",0,1,0,0,0,3,14,3,0
"ST191028","6","9/23/2019",1,0,0,0,0,0,10,0,0
"ST191029","6","9/23/2019",1,0,0,0,0,0,9,1,0
"ST191029","6","9/23/2019",0,1,0,0,0,0,3,4,0
"ST191030","6","9/23/2019",0,0,0,0,1,1,9,3,0
"ST191030","6","9/23/2019",1,2,0,0,0,0,6,1,1
"ST191066","6","9/30/2019",0,1,0,0,0,0,7,4,0
"ST191066","6","9/30/2019",2,0,0,0,0,0,0,2,0
"ST191067","6","9/30/2019",0,1,0,0,0,0,4,0,0
"ST191067","6","9/30/2019",0,0,1,0,0,0,5,2,1
"ST191068","6","9/30/2019",0,0,0,0,0,0,4,1,0
"ST191068","6","9/30/2019",0,0,0,0,0,0,7,2,0
"ST191069","6","9/30/2019",0,0,0,0,0,0,6,1,0
"ST191069","6","9/30/2019",0,1,0,0,0,0,10,2,0
"ST191070","6","9/30/2019",1,0,0,0,0,0,3,0,0
"ST191070","6","9/30/2019",0,0,0,0,0,3,5,1,0
"ST191106","6","10/7/2019",1,0,0,0,0,0,3,0,0
"ST191106","6","10/7/2019",1,0,0,0,0,0,3,1,0
"ST191107","6","10/7/2019",5,0,0,0,0,0,5,3,0
"ST191107","6","10/7/2019",2,0,0,0,0,0,1,1,1
"ST191108","6","10/7/2019",2,0,0,0,0,0,13,4,0
"ST191108","6","10/7/2019",1,0,0,0,0,0,4,2,0
"ST191109","6","10/7/2019",2,0,0,0,0,1,6,3,0
"ST191109","6","10/7/2019",1,0,0,0,0,0,7,1,1
"ST191110","6","10/7/2019",0,0,0,0,0,0,3,2,0
"ST191110","6","10/7/2019",2,0,0,0,0,0,3,1,1
"ST191146","6","10/15/2019",1,1,0,0,1,0,22,0,1
"ST191146","6","10/15/2019",2,0,0,0,0,3,3,5,0
"ST191147","6","10/15/2019",1,0,0,0,0,2,9,4,0
"ST191147","6","10/15/2019",0,0,0,0,0,0,14,3,0
"ST191148","6","10/15/2019",2,0,0,0,0,0,6,2,0
"ST191148","6","10/15/2019",0,0,0,0,0,2,10,2,0
"ST191149","6","10/15/2019",1,0,0,0,0,0,4,4,0
"ST191149","6","10/15/2019",1,0,1,0,0,2,8,0,0
"ST191150","6","10/15/2019",1,0,0,0,1,2,4,1,0
"ST191150","6","10/15/2019",1,0,0,0,0,1,5,3,1
"ST191186","6","10/21/2019",3,0,0,0,0,0,9,2,1
"ST191186","6","10/21/2019",5,0,0,0,0,1,5,2,0
"ST191187","6","10/21/2019",9,0,0,0,0,0,6,1,0
"ST191187","6","10/21/2019",3,0,0,0,0,0,4,1,0
"ST191188","6","10/21/2019",15,4,0,0,0,0,29,5,0
"ST191188","6","10/21/2019",7,0,0,0,0,1,12,0,0
"ST191189","6","10/21/2019",6,1,0,0,0,0,6,0,0
"ST191189","6","10/21/2019",6,0,0,0,0,0,17,2,0
"ST191190","6","10/21/2019",1,0,0,0,0,1,13,0,0
"ST191190","6","10/21/2019",11,0,0,0,0,0,14,4,0
"ST191226","6","10/28/2019",13,0,0,0,1,1,38,12,2
"ST191226","6","10/28/2019",5,0,0,0,0,0,27,7,1
"ST191227","6","10/28/2019",20,3,2,0,0,2,38,7,2
"ST191227","6","10/28/2019",53,1,0,0,0,0,83,4,1
"ST191228","6","10/28/2019",23,0,0,0,0,0,45,12,0
"ST191228","6","10/28/2019",8,0,0,0,0,2,14,3,1
"ST191229","6","10/28/2019",17,2,0,0,0,0,17,10,0
